trial,ts,learning_rate,num_leaves,min_data_in_leaf,feature_fraction,lambda_l2,robust_delta,objective,d_model,n_heads,dropout,tft_lr,lookback,screen_score,mae_5m,acc_5m,mae_10m,acc_10m,mae_20m,acc_20m,mae_40m,acc_40m,mae_60m,acc_60m,eod_scored_rows,eod_dropped_rows,mae_eod,acc_eod,mae_mean,acc_mean,score,scoring_version,status,test_score,test_mae,test_acc,seconds,prune_bar
59,2026-09-05 05:43:06.966578-04:00,0.0062031388928744545,63,120,0.43146598277772114,24.102685685989517,1.5682733187914608,huber,64,2,0.11000382297432709,0.003179058676195093,30,0.5930200676688755,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.4,0.5463762757148392
60,2026-09-05 05:43:18.005167-04:00,0.006552508551550922,127,40,0.8297635157869597,24.04035082946586,0.7799311100627522,cauchy,16,2,0.11584215152592783,0.0007151256783559952,60,0.5707585550732888,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,11.3,0.5465996021015883
61,2026-09-05 05:43:29.347571-04:00,0.005880440475041612,15,40,0.8470662955436701,5.859685353653897,0.5595932797198013,huber,16,2,0.2395617147715991,0.0005143195199605486,90,0.5942386464243611,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,8.9,0.5466836323698877
62,2026-09-05 05:43:38.260757-04:00,0.03191729467106168,31,120,0.8541428610398921,8.398518345411567,0.7824179574090484,pseudo_huber,64,2,0.29732681783745074,0.0011722003292477469,90,0.5277807428464006,0.67939485237798,0.5710246809811264,0.6678109399462987,0.6022374145431946,0.6421311637641605,0.6373118878891632,0.5993699676296844,0.6892399983101686,0.567265061857946,0.7235728435080137,6375.0,22575.0,0.10316097013769869,0.9701782248103052,0.5431888259522947,0.6989275083403287,0.4934569488672125,eod_pre11,ok,,,,790.0,
63,2026-09-05 05:56:48.247425-04:00,0.06743634201424285,63,250,0.5817711644125676,0.6889275625278007,1.7414849661215173,pseudo_huber,16,2,0.11816703468365425,0.0009324350208547932,60,0.5241643749039548,0.6797631789647349,0.5672040956674562,0.668232922135313,0.6037523306401492,0.6411927928523856,0.6280754837168564,0.5978346835517271,0.6808753326855647,0.5653737191619675,0.7128579146407348,6375.0,22575.0,0.11197751875373074,0.9793541556379036,0.5440624692366431,0.6953532188314441,0.49522416452878215,eod_pre11,ok,,,,349.1,
64,2026-09-05 06:02:37.365981-04:00,0.01441093845038009,31,120,0.7341598859100558,0.7507825086420797,1.8059656271805418,pseudo_huber,64,4,0.060423070041986486,0.002834986475929202,60,0.5490220472570089,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.9,0.5466556222804546
65,2026-09-05 06:02:47.314442-04:00,0.043499925142828945,15,20,0.5519435923023763,14.887908611564455,1.7680953803566286,cauchy,16,4,0.06327010268775164,0.0037214341173191457,60,0.5361335774856513,0.6785746296834796,0.5732406204630549,0.6665936132753507,0.6048399627097576,0.6401496733731682,0.6345250418026913,0.5964827420423896,0.6848464365679523,0.5642378294207253,0.7202863317125878,6375.0,22575.0,0.10069076930621436,0.9851773425092641,0.5411215428502213,0.7004859559608847,0.4910000538600001,eod_pre11,ok,,,,371.7,
66,2026-09-05 06:08:59.065156-04:00,0.052273548171894745,63,40,0.6300032735613414,13.736840182692823,1.561441854547896,pseudo_huber,16,2,0.2645404080107167,0.0003343227917093001,90,0.5277536752387938,0.6808023631563292,0.5639565981508368,0.6694913218872637,0.5981976382846489,0.6438011545162531,0.6293494704992436,0.5995431783507095,0.6916057623252081,0.5724030630899678,0.710066630650099,6375.0,22575.0,0.11098874562618923,0.9744132698076584,0.5461716377711188,0.6945982282862825,0.4975220806995482,eod_pre11,ok,,,,542.0,
67,2026-09-05 06:18:01.034783-04:00,0.06533021049292968,15,60,0.7211427047066041,9.855692078241676,2.2759965199535257,huber,32,2,0.17149027012810097,0.0035311951936581156,30,0.5300779669261227,0.6776106657374966,0.5711392985405364,0.6648894541354436,0.6064325668116842,0.6395589261928943,0.6359582769328769,0.5946777698589845,0.6805796121836847,0.5628524713749098,0.711237169097785,6375.0,22575.0,0.09475780214883628,0.9910005293806247,0.5390578482414276,0.6993912421578652,0.48921003770196125,eod_pre11,ok,,,,507.9,
68,2026-09-05 06:26:28.936240-04:00,0.03320787921168286,31,60,0.7024596471631829,3.7620024119415754,2.3657507310817394,cauchy,64,2,0.051366472905950394,0.0004933553899889635,60,0.5307805097389864,0.680625924822969,0.5670512722549095,0.6692972697104143,0.5920214418893723,0.6475057694786033,0.6236961541524007,0.606239917600835,0.6805796121836847,0.5770414139670099,0.7034485863497209,6375.0,22575.0,0.10327669133864782,0.9791776954296806,0.5473311644864132,0.6909957937099614,0.49958221605892283,eod_pre11,ok,,,,631.0,
69,2026-09-05 06:36:59.896654-04:00,0.010690434784142566,31,60,0.7723931851704716,9.237409583291992,1.4554679902451921,cauchy,64,2,0.17364374405539634,0.002957889976299596,30,0.5551367354922044,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.9,0.5463762757148392
70,2026-09-05 06:37:11.866930-04:00,0.038370573119923215,127,60,0.7811067782233552,0.3279440997600404,1.9200165747569375,cauchy,32,4,0.102947370689357,0.0009502191604763482,90,0.5290923815745062,0.6795767705289874,0.5673187132268663,0.6672590158202615,0.6014216904909881,0.6416453475649551,0.6373915120630623,0.5962744188731108,0.6911833044653796,0.560399282783169,0.7225373671889069,6375.0,22575.0,0.13305531239324747,0.9724722075172049,0.5463683579939552,0.6987207991587346,0.4966881582042716,eod_pre11,ok,,,,492.8,
71,2026-09-05 06:45:24.647182-04:00,0.09226966419626888,15,40,0.7761793112085489,33.309826826139535,1.5808117122663838,cauchy,32,4,0.12583916001659584,0.0013063029398305943,60,0.5292514137618001,0.6790585146569909,0.569916711240162,0.6658639237445112,0.6002952144188938,0.640821483034443,0.6312206385858746,0.5945005259421685,0.6849309281399181,0.5635883656998689,0.7126778318026292,6375.0,22575.0,0.10738862044908198,0.9740603493912123,0.5418702389211775,0.6955169455964483,0.4929910025220654,eod_pre11,ok,,,,428.8,
72,2026-09-05 06:52:33.408241-04:00,0.04291971082735912,127,60,0.5778507970311909,2.347430567877024,0.6843085857604818,cauchy,16,4,0.16333461554372525,0.002336173618382916,90,0.535128235215378,0.6799508657797906,0.5649117444792542,0.6695119609000806,0.6011886264760721,0.6457903297920183,0.6390238076279958,0.6017611678097246,0.6815090194753073,0.57318403789689,0.711597334773996,6375.0,22575.0,0.1854546821062925,0.96523733898006,0.5592755073807995,0.6939113119687809,0.5107976793886042,eod_pre11,ok,,,,430.0,
73,2026-09-05 06:59:43.369657-04:00,0.03688971505831596,31,40,0.568113209695909,8.448564473785195,1.491187487532669,cauchy,32,4,0.19122787518274464,0.0018109252486574348,60,0.5322229547598014,0.6795624659961583,0.5682356537021471,0.6681131751892657,0.5964496581727782,0.6412595885321112,0.632972370411657,0.5976044672060119,0.691901482827088,0.5647084490977202,0.7203313524221142,6375.0,22575.0,0.11114218969317688,0.9811187577201341,0.5437317226190741,0.6985015458759865,0.4941063361500775,eod_pre11,ok,,,,480.7,
74,2026-09-05 07:07:44.085374-04:00,0.019357981877909436,127,20,0.6907952007935294,38.47625774395818,1.984800224571594,cauchy,16,4,0.08063485216355613,0.002043774246738025,60,0.5415766565144006,0.6794639320640159,0.5687323297929243,0.6678317103420348,0.6039853946550653,0.6422099283391383,0.635440719802532,0.5990415523034348,0.6869587258670947,0.5693523657368783,0.7169547992076355,6375.0,22575.0,0.10234527207525732,0.9827068995941415,0.5433741268101265,0.6991298114865656,0.49359167393848513,eod_pre11,ok,,,,570.4,
75,2026-09-05 07:17:14.491320-04:00,0.015510265743434533,31,60,0.9346353262444685,6.918488654866944,2.1006813735030825,pseudo_huber,16,4,0.2243127015651985,0.000532970435523886,30,0.5461373779656329,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,10.3,0.5455287421478625
76,2026-09-05 07:17:24.762038-04:00,0.02580885154035853,127,40,0.6577761203109662,0.4860991328040527,1.933930928086373,pseudo_huber,16,4,0.09860519684557928,0.0006313223508007098,30,0.5371593022683174,0.6792312136994255,0.5698402995338886,0.667991037961915,0.6015382224984462,0.6410815602557726,0.6366748944979695,0.5995571639330582,0.6884373283764944,0.5731367733663603,0.7125877903835764,6375.0,22575.0,0.09520031376725038,0.9862361037586025,0.5426996771639637,0.699219106508163,0.492894900536923,eod_pre11,ok,,,,550.8,
77,2026-09-05 07:26:35.539290-04:00,0.0077771223283372385,31,250,0.8452048899689345,14.265996276019516,0.6709617563578423,huber,16,4,0.31822959677261425,0.0005166215563162389,90,0.579512793414751,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.3,0.5455881783930108
78,2026-09-05 07:26:44.815141-04:00,0.029534084780111332,63,120,0.6284156781533481,1.6874792095810396,1.0106361221134714,pseudo_huber,64,4,0.266308668702862,0.00033750311699343123,30,0.5299535243347955,0.680973978626544,0.5621991289065484,0.669629449489544,0.5926429459291486,0.6440095730432238,0.6303447726729835,0.600830841936599,0.6817202484052216,0.5735024970265493,0.7095714028453088,6375.0,22575.0,0.10699806025307672,0.984647961884595,0.5459907333959227,0.6935210767739677,0.4976104642024308,eod_pre11,ok,,,,615.8,
79,2026-09-05 07:37:00.633729-04:00,0.02481811890657571,31,250,0.4693437062588622,0.32142738704160456,1.9539362911629024,pseudo_huber,16,2,0.05215930719858536,0.0012404027119628726,60,0.5419216899143395,0.6798547104791377,0.5628868342630091,0.6680091526291685,0.5940801740211311,0.643003576195661,0.6259654431085278,0.6004907244054662,0.6778336360947995,0.572620462866322,0.71465874302179,6375.0,22575.0,0.1096952461215109,0.980765837303688,0.545612312116211,0.6926984446354908,0.4974377009573383,eod_pre11,ok,,,,455.5,
80,2026-09-05 07:44:37.784281-04:00,0.01727447524132814,127,20,0.5608867632755405,3.1546779566455627,1.5325019827956565,cauchy,16,4,0.274692686314342,0.0004246401479792885,60,0.5473253394225192,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,11.2,0.5455287421478625
81,2026-09-05 07:44:49.013096-04:00,0.0770278768051927,63,40,0.7325231419832269,33.222120268348505,1.875051175256273,pseudo_huber,32,4,0.1481422675881003,0.00034201367304363786,90,0.5252508791327489,0.6807637843168876,0.5639183922977,0.669075229124922,0.5989356743318831,0.643309451351956,0.6286328529341508,0.6006460979822831,0.6807908411135989,0.5688836501987544,0.7088060507833603,6375.0,22575.0,0.11534672949904827,0.9786483148050115,0.5463374904123086,0.6932886877109508,0.4980153184845709,eod_pre11,ok,,,,578.4,
82,2026-09-05 07:54:27.413515-04:00,0.03770700917834339,127,40,0.8675864530966779,0.36818473301476995,1.9363543257579836,pseudo_huber,32,2,0.17113155967702748,0.0029502559764450257,30,0.5305191826855475,0.6774317415071157,0.5730113853442348,0.6649373925886117,0.6024316345556247,0.6374388219541545,0.6368739549327176,0.5923661606107482,0.6875501668708547,0.5592322662839746,0.7151989915361066,6375.0,22575.0,0.08093419717598511,0.9890594670901711,0.535390096686765,0.7006876000549515,0.4852181966730271,eod_pre11,ok,,,,543.6,
83,2026-09-05 08:03:31.038610-04:00,0.07113989535448093,31,120,0.7904968597467719,27.974253564364453,2.3753489351027777,cauchy,32,2,0.24639678967505918,0.00036103459140990015,30,0.5274677470943917,0.6793932777090895,0.5703369756246657,0.6681910683800599,0.6007613424487259,0.641241865853833,0.6344056055418426,0.5989889738578567,0.6890287693802544,0.5651096494223393,0.7147938051503692,6375.0,22575.0,0.10189744853037179,0.9862361037586025,0.5424703806255916,0.6992604336507434,0.4926552722129057,eod_pre11,ok,,,,352.8,
84,2026-09-05 08:09:23.883621-04:00,0.006097016092287161,127,60,0.7348409257904722,0.5115825755064188,1.7928417010630366,cauchy,64,2,0.1846772786675402,0.004561524412687384,90,0.5745409163040028,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,11.4,0.5452379854489706
85,2026-09-05 08:09:35.266290-04:00,0.009276522526935827,31,60,0.5294321396358336,2.0042449455260325,1.0031245208410988,cauchy,64,4,0.22175062118487848,0.0003905886406641309,90,0.5708740142049373,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.4,0.5455287421478625
86,2026-09-05 08:09:44.650745-04:00,0.009584626734571347,63,20,0.5614785949528227,3.0013438021505654,1.280482200427881,pseudo_huber,32,2,0.17782282790567422,0.0013297405392811515,90,0.5694892012415659,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,10.6,0.5457070508833074
87,2026-09-05 08:09:55.286274-04:00,0.021042464049348515,31,40,0.7254258609960349,0.7464802657054751,0.715789101999756,cauchy,32,2,0.0817620164578878,0.0012583763890150095,90,0.5424016076439651,0.679673845050189,0.5639948040039734,0.6684516354630602,0.5950124300807955,0.6451111197491096,0.6313400748467235,0.6059942646994075,0.6772421950910397,0.5728409498875447,0.7190707725553754,6375.0,22575.0,0.15595252220463077,0.96523733898006,0.5546707228423237,0.6919829359263279,0.5066749888607417,eod_pre11,ok,,,,535.6,
88,2026-09-05 08:18:50.848269-04:00,0.007138369441012002,127,40,0.7607158840208235,9.215853029494735,1.3409512450567407,huber,64,4,0.1115974841694346,0.004228608672355447,90,0.5765845748442479,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,11.3,0.5457931162997725
89,2026-09-05 08:19:02.134996-04:00,0.010356569214524243,127,250,0.7299720424470442,37.49092979921444,1.16777538334256,huber,64,4,0.2591137493544701,0.0024712206568179656,60,0.5638141294016409,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,10.2,0.5460513125491678
90,2026-09-05 08:19:14.174333-04:00,0.05942433806049576,15,120,0.6394994541671011,0.3169199202538772,1.9431975778211923,pseudo_huber,32,4,0.25871192880743366,0.0009072717122428453,30,0.5325291952598713,0.6800362276109541,0.5668984488423626,0.6679204321401452,0.5994406463642014,0.6438108291554203,0.635042598933036,0.5993789030051426,0.690507371889654,0.573177654304991,0.7058797046641455,6375.0,22575.0,0.10375945389595449,0.9869419445914946,0.5446805833521012,0.6974517858808157,0.49531763688189734,eod_pre11,ok,,,,361.8,
91,2026-09-05 08:25:16.003105-04:00,0.035803565139607425,31,60,0.8386751560317138,12.542045461276487,2.268847671816283,pseudo_huber,64,4,0.23376321331990874,0.004767092484493781,30,0.5324155554987763,0.6820619526260105,0.5609383357530374,0.6738449388490286,0.5912445618396519,0.6545425177428973,0.6256071343259814,0.6163893803675454,0.6893667356681171,0.5913912899754457,0.7124527282549973,6375.0,22575.0,0.14567202492980388,0.9703546850185283,0.5606503507484552,0.6916606968100524,0.512735176545942,eod_pre11,ok,,,,512.6,
92,2026-09-05 08:33:48.650646-04:00,0.005359796066424492,31,120,0.5519134503969337,5.36955360010614,0.6601677082062749,pseudo_huber,32,4,0.274337046382088,0.0022433230018104947,90,0.5895300871931524,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,10.3,0.5459652471327027
93,2026-09-05 08:33:58.939289-04:00,0.07165605690767071,15,60,0.5204200115488863,4.580259289113932,2.1382038017466978,pseudo_huber,16,4,0.2950029457938362,0.00037003904684275316,60,0.5372994324270333,0.6807943921802723,0.569152594177428,0.6697728997621267,0.6013051584835302,0.6454782917040218,0.632574249542161,0.6035441389706823,0.6766085083012969,0.5694904182099437,0.715604177921844,6375.0,22575.0,0.11688826481692853,0.9855302629257102,0.5476614009406625,0.6967958252253285,0.4984624446343304,eod_pre11,ok,,,,444.7,
94,2026-09-05 08:41:23.599211-04:00,0.005859412742457006,15,40,0.8666639756279885,0.5688053609895596,1.5974725260451346,huber,64,4,0.3032238068770358,0.0027716237230547384,30,0.5866372151686327,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.2,0.5460513125491678
95,2026-09-05 08:41:32.780373-04:00,0.005417538573303973,31,60,0.6299836798536738,13.709828134462038,0.5538507179923149,cauchy,32,2,0.2037958426663341,0.0003852201589206622,30,0.5853692636739025,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.6,0.5462998595484686
96,2026-09-05 08:41:42.356739-04:00,0.05544861686197319,15,40,0.4012283063419307,1.4209425250106922,1.5691421202150333,cauchy,16,4,0.2821945622100526,0.0015209330232453565,30,0.5387438247353663,0.6796556895187889,0.570413387330939,0.6685839010892282,0.6003729024238658,0.6464639285003512,0.6365952703240704,0.6016185495630049,0.6910143213214481,0.5749695465062193,0.7216819737079057,6375.0,22575.0,0.11135582722514747,0.9864125639668255,0.5471079070671233,0.701081736512509,0.49683747293899605,eod_pre11,ok,,,,340.4,
97,2026-09-05 08:47:22.736807-04:00,0.005511816088337939,31,120,0.4448259483557874,17.546503147425128,2.152582528827701,huber,16,4,0.21159962733229398,0.0014840486489087735,30,0.5964675298999742,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.0,0.5463811003398864
98,2026-09-05 08:47:31.718552-04:00,0.013217216421530774,31,40,0.4142276720560136,38.59108246226015,0.6925123858462368,huber,32,2,0.2347493236126627,0.000587759664390321,30,0.5711786539327625,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.1,0.5465715920121552
99,2026-09-05 08:47:40.803977-04:00,0.0059137228770361466,31,60,0.5371828535220127,8.688181948507486,1.0810014517616078,huber,64,2,0.19935673449387692,0.0011786447483165406,60,0.5934286828305841,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.2,0.5466556222804546
100,2026-09-05 08:47:52.166330-04:00,0.027617184488215058,15,60,0.6885270083225491,0.8267153930889325,2.044271508394327,cauchy,32,4,0.23274301973604028,0.0018334174635958951,30,0.5407756061913378,0.678379472088297,0.5717123863375869,0.6652795475276242,0.6086466749533872,0.639696161662326,0.6383868142368023,0.5931489414356818,0.6874656752988889,0.565293452239538,0.724203133441383,6375.0,22575.0,0.10204304687793307,0.9880007058408329,0.5406401036385666,0.7030692316848136,0.4898727957173632,eod_pre11,ok,,,,382.5,
101,2026-09-05 08:54:14.630819-04:00,0.014836838859073345,127,120,0.5093925656541106,0.3871713428969278,0.9274042805043636,pseudo_huber,64,2,0.2444359872018676,0.0015079482564156323,30,0.551576009158318,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,11.3,0.5466836323698877
102,2026-09-05 08:54:25.890851-04:00,0.028504084564420083,63,40,0.6253534141003134,20.400350300958532,1.28639253292347,huber,16,4,0.06923247283410203,0.00047651066698359827,60,0.53658650243048,0.6794643196928025,0.5690761824711545,0.6684870131640004,0.6018878185208204,0.6424343917970247,0.6395015526713911,0.5992593032624164,0.6880571163026488,0.5716403450816229,0.7177651719791104,6375.0,22575.0,0.11283253977396476,0.9816481383448032,0.5456863187953053,0.6996559967149881,0.4957723196165582,eod_pre11,ok,,,,483.0,
103,2026-09-05 09:02:28.897138-04:00,0.00999631171596736,15,60,0.6970976620208909,2.480882800838266,0.5836868477563448,huber,16,4,0.05247319926204065,0.0026430130895455403,60,0.5766250482052864,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.1,0.546811973780414
104,2026-09-05 09:02:37.980955-04:00,0.0295733457283109,63,60,0.8938601599925069,0.5951361236390846,1.708324070486891,cauchy,32,2,0.2307364180824979,0.0015004917609139773,90,0.5303264879461395,0.678676855397278,0.5668220371360893,0.6667990972770358,0.6008390304536979,0.6410493335440198,0.6387451230193487,0.5944239563768663,0.6941827552701618,0.5642909343215775,0.7230325949936971,6375.0,22575.0,0.1241843520245396,0.9772366331392272,0.5449040881568862,0.700143029002037,0.49486833090637694,eod_pre11,ok,,,,505.4,
105,2026-09-05 09:11:03.374177-04:00,0.017355074341408917,15,250,0.7071136339508761,0.9547822861092518,0.6975351953696247,pseudo_huber,64,4,0.24963054900292636,0.0027411830397258666,90,0.5479665180748223,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.8,0.5469403151909403
106,2026-09-05 09:11:13.213015-04:00,0.08942070041146977,63,120,0.573966295544894,13.88449656296874,1.7311016462741813,cauchy,16,2,0.33733349171242283,0.004429645644340233,60,0.5249375229333725,0.6778119856001465,0.5697638878276152,0.665956081658373,0.6014605344934743,0.6397917042484114,0.6371128274544151,0.5917343856310101,0.6883105910185459,0.5573883018318347,0.7165045921123717,6375.0,22575.0,0.11850510845131768,0.9786483148050115,0.5418645945701822,0.6986334579519057,0.49220623008220576,eod_pre11,ok,,,,343.4,
107,2026-09-05 09:16:56.572413-04:00,0.014803843310450971,15,250,0.5281233610599445,1.8261349253418997,0.8981294292856319,cauchy,32,4,0.10510823130919628,0.0005589154348671433,90,0.557714006830615,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.4,0.5470686566014665
108,2026-09-05 09:17:05.950045-04:00,0.012986674114402626,31,250,0.5612580889877353,2.0606506380468237,1.4593068801360074,pseudo_huber,64,4,0.2667152245041618,0.002958803872679724,60,0.5580018543947466,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.8,0.5474535751529798
109,2026-09-05 09:17:15.737099-04:00,0.00519385720620267,15,250,0.5673464737089728,4.169120160081111,0.5374739106528461,pseudo_huber,64,4,0.3316641660443887,0.0012931511222362107,30,0.5906690656635465,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.5,0.5478382823443617
