trial,ts,learning_rate,num_leaves,min_data_in_leaf,feature_fraction,lambda_l2,robust_delta,objective,d_model,n_heads,dropout,tft_lr,lookback,screen_score,mae_5m,acc_5m,mae_10m,acc_10m,mae_20m,acc_20m,mae_40m,acc_40m,mae_60m,acc_60m,eod_scored_rows,eod_dropped_rows,mae_eod,acc_eod,mae_mean,acc_mean,score,scoring_version,status,test_score,test_mae,test_acc,seconds,prune_bar
10,2026-09-05 02:31:06.014371-04:00,0.04450781546513707,127,120,0.650604526354077,10.179675956490122,2.1746017688244823,pseudo_huber,16,4,0.19460100045653766,0.0013841315347960933,90,0.528214291213829,0.6787949929969593,0.5690379766180179,0.6663103440549345,0.6038300186451212,0.643000680595562,0.6328529341508082,0.5964229415498922,0.6872544463689747,0.5748912846492131,0.7031334413830362,6375.0,22575.0,0.11614745104061726,0.9772366331392272,0.545927949147863,0.6955575750508642,0.49703855538514696,eod_pre11,ok,,,,513.5,
11,2026-09-05 02:39:39.562761-04:00,0.020149738685680096,31,40,0.8137387439193315,2.302014808567066,0.8625945369378125,cauchy,64,4,0.2237418692877166,0.004773179595652735,60,0.5366894970214214,0.6793751794431527,0.5709100634217162,0.6688265389434215,0.6053060907395899,0.6434090642351602,0.6367147065849191,0.5973289409597985,0.6969709771450298,0.5663653596067447,0.7212317666126418,6375.0,22575.0,0.12017761570710495,0.9726486677254279,0.5459137831492303,0.7006303787048874,0.4957561884730085,eod_pre11,ok,,,,752.7,
12,2026-09-05 02:52:12.265662-04:00,0.03482697280316407,15,60,0.5560897413803982,11.478608132487082,2.420825427220428,cauchy,64,4,0.14545130071310447,0.0007515653054825351,90,0.5385249440485889,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.1,0.5377809169554667
13,2026-09-05 02:52:21.397009-04:00,0.014618323606134414,127,60,0.8912967340019702,3.357009497713539,0.8528218827518081,huber,32,4,0.24077076878714326,0.0008061378125662257,30,0.5510927173898157,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,11.2,0.5385118130055819
14,2026-09-05 02:52:32.589368-04:00,0.08649441400917607,63,60,0.720471330977249,6.1118510676476445,1.3276582407710729,cauchy,64,4,0.2730991736819581,0.0006564706790117713,30,0.5243705027856624,0.6788563361884454,0.5698785053870253,0.667266993755153,0.5967215661901802,0.6399047936353242,0.6298272155426388,0.5938399102372609,0.683283342486587,0.5634911033010894,0.723257698541329,6375.0,22575.0,0.12043878641941454,0.9604729133580377,0.5439663205894479,0.6939068735842997,0.495489602193373,eod_pre11,ok,,,,398.2,
15,2026-09-05 02:59:10.789523-04:00,0.0060129345304478134,15,20,0.8129978980015131,31.56094180055292,2.050785312973999,cauchy,16,2,0.08554377597013792,0.0010082557689457964,60,0.5853416502823492,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.6,0.5385150957663337
16,2026-09-05 02:59:20.371896-04:00,0.01084406834541073,31,20,0.5601602137748392,34.86993577930312,1.5614275212931013,cauchy,16,2,0.3193447856190536,0.00040719145337237463,30,0.5648320918974346,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.3,0.5385249440485889
17,2026-09-05 02:59:29.656346-04:00,0.005620834688597211,15,20,0.8139450154263974,35.891765722602955,0.6913756344608757,pseudo_huber,32,2,0.20790130882471208,0.0003196144858437508,60,0.5854767627349221,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.8,0.5412025393282938
18,2026-09-05 02:59:39.460659-04:00,0.03981173912655022,31,60,0.912418332258823,49.39300429584611,1.7731462732414909,cauchy,16,4,0.23892727658850937,0.003511181612468133,30,0.5269337314324068,0.6776970205107176,0.572476503400321,0.6657643590104892,0.6046457426973275,0.6384696820323047,0.6395015526713911,0.5919018195129444,0.6932111021925563,0.5538637923993008,0.729740680713128,6375.0,22575.0,0.08708636432806718,0.9823539791776954,0.5357971729656372,0.7036549268087366,0.48488344126345306,eod_pre11,ok,0.49063265306718884,0.5389542441793179,0.6932863644485163,794.1,
19,2026-09-05 03:12:53.524632-04:00,0.017683484485115964,15,40,0.7336504912352801,24.057553986785074,0.8902263775640835,cauchy,32,2,0.19254613779326607,0.0008552059813079028,60,0.5489694120287594,,,,,,,,,,,,,,,inf,0.0,inf,,pruned,,,,9.1,0.5420950710881953
20,2026-09-05 03:13:04.195920-04:00,0.08565312710121141,127,250,0.4854813651024883,0.3175393674231612,1.0162350888054268,pseudo_huber,32,2,0.1513458808400215,0.0020734134205569687,30,0.5291019464612879,0.6793636568121257,0.5671276839611828,0.6665330038885375,0.6001786824114357,0.6428042536751126,0.6312206385858746,0.5977814661959531,0.6851421570698323,0.5645893094726712,0.711237169097785,6375.0,22575.0,0.11699952534965087,0.9827068995941415,0.5446785358990085,0.6962688717867086,0.4956113179523314,eod_pre11,ok,,,,332.2,
